#{"t_start": 1761408449.496938, "env_id": "None"}
r,l,t
46.9,46,3223.04147
67.7,64,3223.997869
54.1,52,3224.876352
44.5,44,3225.706883
65.9,62,3226.668885
47.1,46,3227.519074
46.7,46,3228.378966
46.1,46,3229.204157
46.9,46,3230.070204
63.5,60,3230.99933
47.1,46,3231.807969
54.1,52,3232.695418
54.3,52,3233.590911
39.7,40,3234.332011
39.7,40,3235.107554
46.9,46,3235.95385
39.3,40,3236.708615
39.9,40,3237.46634
53.3,52,3238.378876
44.445,44,3239.171933
37.1,38,3239.863853
39.5,40,3240.62223
46.1,46,3241.485603
46.3,46,3242.33424
37.3,38,3243.040182
60.9,58,3243.951358
41.5,42,3244.756769
55.9,54,3245.704774
61.1,58,3246.685714
46.7,46,3247.517858
34.5,36,3248.206423
39.3,40,3248.972709
56.3,56,3249.885408
39.7,40,3250.630359
46.3,46,3251.47957
39.5,40,3252.229244
47.1,46,3253.072118
44.3,44,3253.869088
60.5,58,3254.803651
43.9,44,3255.602903
54.1,52,3256.532767
49.3,48,3257.418896
61.5,58,3258.346427
39.5,40,3259.098265
60.7,58,3260.042862
53.7,52,3260.955397
54.1,52,3261.872785
39.7,40,3262.616436
61.3,58,3263.539632
60.3,58,3264.513764
53.3,52,3265.432163
39.7,40,3266.181738
51.5,50,3267.082208
68.1,64,3268.041676
52.5,52,3268.953667
33.9,36,3269.639253
46.9,46,3270.501422
73.464,69,3271.536551
39.1,40,3272.303134
46.9,46,3273.17539
39.9,40,3273.951273
46.5,46,3274.803781
42.3,42,3275.5913
46.5,46,3276.468082
61.3,58,3277.433659
68.3,64,3278.408016
51.633,50,3279.313977
41.5,42,3280.108631
46.9,46,3280.967352
44.3,44,3281.774971
46.9,46,3282.633915
39.5,40,3283.396463
46.9,46,3284.246055
56.3,54,3285.188697
58.251,56,3286.152706
39.9,40,3286.911899
60.06,57,3287.867737
46.5,46,3288.679081
39.1,40,3289.434793
53.9,52,3290.323219
39.7,40,3291.085177
39.7,40,3291.856256
53.5,52,3292.800627
46.7,46,3293.656687
61.3,58,3294.630166
46.7,46,3295.514092
53.9,52,3296.438267
46.5,46,3297.270916
39.5,40,3298.056708
39.5,40,3298.832336
54.1,52,3299.749734
46.9,46,3300.595068
53.5,52,3301.515074
82.5,76,3302.527069
46.9,46,3303.387706
44.3,44,3304.215834
68.3,64,3305.24002
37.3,38,3305.964011
54.1,52,3306.868326
39.3,40,3307.649368
53.5,52,3308.603519
47.1,46,3309.450132
53.5,52,3310.363632
43.419,43,3311.175732
47.1,46,3312.019019
46.7,46,3312.854151
46.9,46,3313.717053
37.1,38,3314.447618
53.9,52,3315.340009
53.7,52,3316.215996
65.229,62,3317.202903
75.1,70,3318.257901
62.3,60,3319.285177
56.1,54,3320.175992
46.7,46,3321.043654
63.7,60,3322.040085
53.5,52,3322.951499
64.051,61,3323.924814
68.5,64,3324.943195
39.7,40,3325.67871
46.7,46,3326.5339
67.5,64,3327.499492
61.5,58,3328.451527
49.3,48,3329.371981
37.1,40,3330.235973
60.3,58,3331.23581
46.9,46,3332.186366
34.9,36,3332.987565
39.3,40,3333.740155
46.7,46,3334.658741
57.656,55,3335.784455
39.7,40,3336.542897
37.1,38,3337.362991
46.9,46,3338.300152
46.9,46,3339.259954
61.1,58,3340.264158
47.1,46,3341.180197
39.5,40,3341.934793
53.9,52,3342.942064
55.9,54,3343.844536
46.7,46,3344.726959
46.5,46,3345.556846
44.039,44,3346.357302
56.3,54,3347.2789
53.7,52,3348.202668
48.3,48,3349.094775
56.1,54,3350.049266
54.1,52,3350.953731
39.5,40,3351.691222
39.9,40,3352.446193
39.7,40,3353.259976
51.9,52,3354.13032
50.9,50,3355.047936
39.7,40,3355.803707
67.9,64,3356.845795
39.3,40,3357.600192
39.7,40,3358.347075
34.9,36,3359.048629
34.7,36,3359.737349
39.9,40,3360.532388
66.86,63,3361.497109
60.7,58,3362.394924
68.5,64,3363.473194
44.3,44,3364.380437
39.5,40,3365.142991
32.235,34,3365.894542
74.9,70,3366.87098
46.5,46,3367.777717
46.9,46,3368.626533
39.496,40,3369.445747
51.7,50,3370.327105
70.7,66,3371.355922
38.456,39,3372.167872
49.3,48,3373.143452
39.7,40,3373.902429
46.3,46,3374.735048
44.5,44,3375.542752
51.488,51,3376.494124
37.5,38,3377.216111
74.7,70,3378.27765
58.1,58,3379.21952
47.1,46,3380.072026
41.9,46,3380.9303
32.9,36,3381.615145
44.5,44,3382.536222
44.5,44,3383.391107
53.5,52,3384.274082
61.3,58,3385.256285
61.1,58,3386.247881
39.7,40,3387.086764
46.5,46,3387.967464
46.1,46,3388.806017
75.1,70,3389.799663
54.1,52,3390.744874
46.9,46,3391.641893
46.9,46,3392.483387
39.7,40,3393.248109
66.1,62,3394.22779
68.3,64,3395.245703
46.5,46,3396.104963
68.066,64,3397.157473
46.9,46,3398.030904
53.9,52,3398.969366
43.645,44,3399.773734
39.7,40,3400.507974
46.5,46,3401.359517
39.9,40,3402.147313
39.7,40,3402.917179
60.7,58,3403.886812
46.3,46,3404.740979
27.433,30,3405.30938
61.1,58,3406.267399
58.5,56,3407.183659
49.5,48,3408.039237
39.5,40,3408.803417
46.7,46,3409.658429
44.3,44,3410.517159
43.9,44,3411.382169
61.1,58,3412.385208
48.633,48,3413.29493
35.1,36,3414.037984
39.9,40,3414.837332
51.685,50,3415.691358
46.9,46,3416.539289
45.3,46,3417.482486
44.3,44,3418.31484
39.5,40,3419.114932
39.5,40,3419.868597
54.1,52,3420.792361
53.9,52,3421.877074
39.9,40,3422.694228
46.9,46,3423.54858
46.9,46,3424.407128
46.9,46,3425.249488
46.7,46,3426.112411
46.9,46,3426.953016
36.9,38,3427.683776
44.431,44,3428.499672
47.1,46,3429.381297
46.7,46,3430.260799
34.9,36,3430.997092
52.676,51,3431.900157
41.7,42,3432.758103
47.9,48,3433.845481
39.7,40,3434.686183
46.9,46,3435.636525
39.1,40,3436.486811
60.7,58,3437.457339
47.1,46,3438.411879
45.48,45,3439.318204
54.1,52,3440.239169
46.7,46,3441.105179
39.9,40,3441.883002
49.1,48,3442.719982
53.5,52,3443.644901
46.5,46,3444.549675
53.9,52,3445.506238
46.7,46,3446.371628
68.5,64,3447.38081
65.9,62,3448.475182
49.031,48,3449.358902
53.9,52,3450.281152
68.1,64,3451.304709
48.7,48,3452.186182
34.9,36,3452.859666
70.7,66,3453.869319
60.7,58,3454.799804
56.5,54,3455.755343
68.1,64,3456.725795
53.9,52,3457.684439
39.7,40,3458.459048
85.1,78,3459.543971
46.5,46,3460.396941
34.7,36,3461.094914
96.5,88,3462.234864
46.7,46,3463.093799
39.7,40,3463.867853
46.9,46,3464.729314
75.1,70,3465.764563
46.7,46,3466.642445
39.3,40,3467.420509
48.9,48,3468.392892
43.9,44,3469.235419
39.3,40,3470.012225
49.5,48,3470.879169
39.7,40,3471.63793
46.1,46,3472.480148
39.5,40,3473.252978
46.5,46,3474.126426
53.7,52,3475.063642
60.9,58,3476.041298
39.7,40,3476.800724
53.9,52,3477.727262
59.899,58,3478.703426
34.7,36,3479.39181
39.7,40,3480.328804
60.9,58,3481.259979
56.5,54,3482.167248
39.5,40,3482.902978
35.1,36,3483.570466
46.3,46,3484.386196
75.5,70,3485.431109
46.7,46,3486.294479
58.5,56,3487.205974
46.9,46,3488.036238
48.9,48,3488.929606
39.5,40,3489.74839
46.9,46,3490.789803
47.1,46,3491.694486
53.7,52,3492.683747
39.3,40,3493.508499
60.7,58,3494.438195
60.7,58,3495.416018
51.1,50,3496.308802
53.7,52,3497.20067
39.5,40,3497.966166
39.3,40,3498.732531
58.7,58,3499.652606
68.5,64,3500.67638
46.7,46,3501.564454
39.5,40,3502.395622
44.9,46,3503.238727
54.3,52,3504.126448
39.7,40,3504.880533
39.9,40,3505.644788
53.9,52,3506.533945
61.1,58,3507.480385
54.1,52,3508.383595
72.831,68,3509.458668
46.7,46,3510.29394
39.7,40,3511.071726
53.7,52,3511.977744
49.5,48,3512.816889
54.3,52,3513.804704
40.3,44,3514.643125
63.429,60,3515.601716
58.1,56,3516.56301
46.9,46,3517.419186
39.5,40,3518.176712
46.5,46,3519.024616
68.3,64,3520.016738
75.5,70,3521.233929
39.7,40,3522.255202
39.7,40,3523.153269
39.7,40,3523.897994
90.86,83,3524.916163
46.7,46,3525.834851
65.7,62,3526.909528
41.9,42,3527.722943
39.3,40,3528.467847
47.1,46,3529.320911
39.5,40,3530.077841
54.1,52,3530.970485
44.3,44,3531.859864
75.9,70,3532.953738
61.3,58,3533.930998
61.1,58,3534.946749
39.9,40,3535.694945
40.7,42,3536.554133
61.3,58,3537.574702
39.3,40,3538.42199
39.3,40,3539.187483
43.7,46,3540.028274
53.7,52,3540.937837
58.5,58,3541.921135
46.7,46,3542.787323
51.629,50,3543.676077
37.3,38,3544.454362
51.833,50,3545.375291
70.9,66,3546.358823
39.9,40,3547.112525
39.5,40,3547.945871
67.9,64,3548.934762
39.9,40,3549.765019
56.5,54,3550.684793
60.9,58,3551.591561
68.3,64,3552.607045
43.9,46,3553.493328
39.7,40,3554.26282
43.3,46,3555.083745
61.5,58,3555.985937
32.3,34,3556.648891
41.7,42,3557.459502
44.5,44,3558.317708
54.1,52,3559.256919
60.9,58,3560.318534
46.7,46,3561.182834
46.1,46,3562.050393
60.9,58,3563.008535
53.7,52,3563.937305
46.1,46,3564.794732
39.5,40,3565.565478
39.7,40,3566.343345
37.3,38,3567.064968
39.7,40,3567.848337
46.9,46,3569.377927
52.08,51,3572.930081
74.7,70,3577.001741
47.1,46,3580.521264
53.9,52,3584.218088
30.3,32,3586.726631
46.3,46,3590.297504
67.7,64,3594.371665
39.5,40,3597.5668
54.1,52,3601.285063
84.9,78,3605.550013
46.9,46,3609.158016
39.5,40,3612.351052
35.1,36,3615.153858
37.9,40,3618.349369
46.9,46,3621.876394
68.1,64,3625.840281
42.1,42,3629.12275
47.1,46,3632.684897
36.9,38,3635.730104
65.837,62,3639.907627
46.828,46,3643.506061
39.5,40,3646.633896
68.3,64,3650.689954
49.5,48,3654.29883
61.1,58,3657.954788
61.1,58,3661.935317
61.1,58,3666.031531
39.3,40,3669.206249
43.9,44,3672.567236
39.7,40,3675.696328
46.7,46,3679.259467
39.7,40,3682.439376
39.5,40,3685.596327
39.9,40,3688.755833
61.1,58,3692.786127
41.9,42,3696.08292
34.3,36,3698.915172
61.3,58,3702.822316
47.1,46,3706.40093
54.1,52,3710.154139
39.9,40,3713.307952
39.7,40,3716.484724
75.3,70,3720.613934
60.7,58,3724.621652
39.9,40,3727.81901
46.9,46,3731.328084
50.7,50,3735.130273
39.1,40,3738.252937
45.1,46,3741.763265
47.1,46,3745.333501
61.3,58,3749.108057
42.3,42,3752.489962
46.7,46,3756.324248
35.1,36,3759.101996
68.1,64,3763.086082
39.3,40,3766.144419
46.7,46,3769.497604
46.5,46,3772.833966
46.9,46,3776.309756
47.1,46,3779.670019
39.3,40,3782.752194
54.1,52,3786.515274
53.9,52,3790.118176
32.5,34,3792.714406
46.5,46,3796.128797
39.5,40,3799.198184
58.053,56,3803.245759
37.5,38,3806.173999
53.5,52,3809.882139
34.7,36,3812.640146
44.1,44,3816.03622
46.3,46,3819.515495
49.1,48,3823.038961
46.9,46,3826.639622
39.5,40,3829.769034
56.5,54,3833.697533
39.9,40,3836.857406
46.7,46,3840.321567
39.9,40,3843.431137
43.9,44,3846.829348
34.5,36,3849.637716
90.405,83,3853.846544
58.7,56,3857.753904
54.1,52,3861.580418
66.483,63,3865.627879
39.3,40,3868.761002
44.241,44,3872.278516
53.9,52,3875.962646
37.3,38,3879.051989
60.9,58,3882.941257
46.5,46,3886.501196
37.5,38,3889.572505
70.3,66,3893.466074
54.3,52,3897.2845
44.3,44,3898.761182
53.3,52,3899.622716
61.1,58,3900.567773
46.3,46,3901.416206
46.9,46,3902.239639
56.5,54,3903.141011
53.9,52,3904.027449
52.455,51,3904.943089
39.3,40,3905.705785
46.9,46,3906.565544
53.9,52,3907.470467
53.5,52,3908.353242
61.1,58,3909.311124
53.7,52,3910.992342
57.1,56,3914.752178
54.3,52,3918.4437
54.1,52,3922.197072
68.1,64,3926.508062
66.1,62,3930.616125
53.7,52,3934.351522
46.3,46,3937.723839
39.7,40,3940.792906
46.7,46,3943.887956
47.1,46,3947.247451
42.1,42,3950.549768
75.7,70,3954.535669
54.3,52,3958.214407
75.3,70,3962.47071
44.3,44,3965.939164
61.1,58,3970.006548
39.7,40,3973.25975
46.7,46,3976.856753
44.7,44,3980.297192
53.5,52,3983.891935
39.1,40,3986.979198
51.5,50,3990.430335
46.7,46,3994.084281
46.7,46,3997.583123
46.3,46,4001.205819
39.3,40,4004.410957
44.5,44,4007.951878
54.3,52,4011.834162
39.7,40,4015.001927
46.7,46,4018.636665
46.5,46,4022.269509
39.7,40,4025.332477
68.3,64,4027.199644
44.3,44,4028.022593
56.7,54,4028.969826
61.1,58,4029.990438
46.5,46,4030.85893
46.7,46,4031.808208
53.5,52,4035.626076
53.5,52,4039.324753
37.5,38,4042.23455
60.5,58,4046.06503
46.5,46,4049.420613
63.5,60,4053.269093
46.9,46,4056.757516
39.3,40,4057.786457
38.9,40,4058.57531
49.3,48,4059.450672
67.5,64,4060.431387
47.1,46,4061.346958
50.9,50,4065.045599
65.9,62,4068.96569
55.7,54,4072.942467
60.3,58,4076.814891
44.064,45,4080.37452
39.5,40,4083.507792
46.5,46,4087.071688
53.9,52,4090.888285
