timestep,AgentsAlive,AvgEnergy,CommunityPool,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable,AgentsAlive_std,AvgEnergy_std,CommunityPool_std,GiniEnergy_std,TotalScar_std,MinedRenewable_std,MinedNonrenewable_std
76,10.2,6.0452595254057515,0.7216827191477948,0.18608917747660955,3.0329999999999964,2.4,1.0,2.749545416973504,0.7051408801163214,0.5005674845775929,0.07263582897967841,1.5462797288977168,3.2,2.0
77,10.2,5.932838626461472,0.9305737202258342,0.1997522368385531,3.0119999999999965,3.2,1.5,2.749545416973504,0.7032064764744601,0.6358443420137205,0.07259844944855512,1.2738508546921803,2.4000000000000004,2.29128784747792
78,10.0,5.834847168300376,1.12090921845631,0.21035138448334195,2.9119999999999973,2.8,0.5,2.6076809620810595,0.6850366664121816,0.6980679215798172,0.08114905750263529,1.2634144213202563,3.1240998703626617,1.5
79,9.9,5.8391895381872905,1.4211180808141985,0.2154169052674156,2.7449999999999966,5.2,0.5,2.662705391138869,0.6847341171627784,0.984290859107285,0.06919207423271684,1.2165216808589967,4.3999999999999995,1.5
80,9.8,5.9227662802343755,0.21999999999999922,0.19222669729992514,2.730999999999997,4.0,0.5,2.749545416973504,0.6674549904834652,0.3944616584663196,0.0441206085207331,1.5242667089456483,5.366563145999495,1.5
81,9.8,5.739854192322288,0.21999999999999922,0.19402897412176784,2.6409999999999973,2.4,1.0,2.749545416973504,0.6915384831165193,0.3944616584663196,0.05092602203153604,1.6631202602337565,4.079215610874227,2.0
82,9.7,5.695049456362145,0.4199999999999983,0.21567088894684933,2.702999999999997,3.2,1.5,2.6476404589747453,0.642626277985498,0.45999999999999885,0.07612837975687774,1.5395197303055252,2.4000000000000004,2.29128784747792
83,9.6,5.832308378118915,0.5946649026510125,0.20965881544421983,2.542999999999997,4.8,1.5,2.5768197453450252,0.6285210989077912,0.5587988630746367,0.07719543437269927,1.4865466692976703,2.4000000000000004,2.29128784747792
84,9.6,5.797422664690144,0.8070332338053626,0.234596177187625,2.9089999999999976,3.2,3.0,2.5768197453450252,0.5831046264281018,0.789648652734371,0.07844157286988496,1.6083559929319124,3.487119154832539,3.3166247903554
85,9.6,5.693422844731398,0.2199999999999993,0.23565534809275937,2.7529999999999974,3.6,0.5,2.5768197453450252,0.5940293042252349,0.3944616584663195,0.0705297353539018,1.5542589874277704,2.8000000000000003,1.5
86,9.5,5.663491532195306,0.2790242298148017,0.2353961809892937,2.6099999999999977,3.6,0.5,2.692582403567252,0.6509951355563025,0.40122820966198497,0.060137602185793074,1.499073046919328,3.32264954516723,1.5
87,9.2,5.741741029342224,0.6673527368993281,0.2266935624562027,2.4019999999999975,3.2,1.0,2.8213471959331766,0.46972909886871056,0.5984751974040761,0.06425292340155876,1.3199227250108236,2.993325909419153,2.0
88,9.2,5.925712719882638,0.706322018457781,0.21995692547164664,2.4919999999999978,6.0,1.5,2.8213471959331766,0.5941614444106522,0.5648180695334792,0.07753140208552683,1.531527342230624,3.22490309931942,2.29128784747792
89,8.9,6.020230237470849,1.0063220184577788,0.21049264983048674,2.2179999999999973,3.6,0.5,2.9137604568666933,0.6802202253882589,0.8390644058176089,0.07994593563726758,1.237770576480148,4.17612260356422,1.5
