Step,Ideology_adaptive_mean,Ideology_adaptive_direct_mean,AvgEnergy_mean,CommunityPool_mean,TotalScar_mean,Renewables_mean,NonRenewables_mean,InfrastructureSites_mean,AgentsAlive_mean,GiniEnergy_mean,AvgAdaptiveReward_mean,MinedRenewable_mean,MinedNonrenewable_mean,AvgAdaptiveEpsilon_mean,AvgAdaptiveEpsilonGlobal_mean,Ideology_adaptive_std,Ideology_adaptive_direct_std,AvgEnergy_std,CommunityPool_std,TotalScar_std,Renewables_std,NonRenewables_std,InfrastructureSites_std,AgentsAlive_std,GiniEnergy_std,AvgAdaptiveReward_std,MinedRenewable_std,MinedNonrenewable_std,AvgAdaptiveEpsilon_std,AvgAdaptiveEpsilonGlobal_std
451,15.0,0.0,10.539999999999987,0.0,0.2709999999999998,100.0,100.0,0.0,15.0,0.3255047659044249,1.0003333333333333,1.2,0.5,0.7367002304530352,0.05,0.0,0.0,2.2269283501143966,0.0,0.3171557626431809,0.0,0.0,0.0,0.0,0.07208249933201485,0.016514116669768215,2.6997942308422114,1.5811388300841895,0.002194633148398255,0.0
452,15.0,0.0,11.119999999999987,0.0,0.2569999999999998,100.0,100.0,0.0,15.0,0.30517945515046163,0.9493333333333333,0.4,0.0,0.7359058355852776,0.05,0.0,0.0,2.2100332381166274,0.0,0.3062333895722163,0.0,0.0,0.0,0.0,0.08348842396909056,0.0640370263264991,0.8432740427115678,0.0,0.002392610467433641,0.0
453,15.0,0.0,10.726666666666654,0.0,0.2429999999999998,100.0,100.0,0.0,15.0,0.31552072945023985,0.9933333333333332,0.8,0.0,0.735805785853822,0.05,0.0,0.0,2.0616905444888145,0.0,0.2955240166965189,0.0,0.0,0.0,0.0,0.08420848244516697,0.021081851067789165,1.6865480854231356,0.0,0.002344243443659637,0.0
454,15.0,0.0,11.593333333333321,0.0,0.30399999999999977,100.0,100.0,0.0,15.0,0.2812106634390042,0.9393333333333332,0.3,0.5,0.7348192955016696,0.05,0.0,0.0,2.249049181814893,0.0,0.3151789615088192,0.0,0.0,0.0,0.0,0.09423058487653797,0.04631614389373521,0.9486832980505138,1.5811388300841898,0.002428417820580242,0.0
455,15.0,0.0,11.079999999999988,0.0,0.2889999999999998,100.0,100.0,0.0,15.0,0.29473220311358805,1.0,0.4,0.0,0.7348192955016696,0.05,0.0,0.0,2.2612244033861733,0.0,0.30544866817337546,0.0,0.0,0.0,0.0,0.10013696438510729,7.401486830834377e-17,1.2649110640673518,0.0,0.002428417820580242,0.0
456,15.0,0.0,11.379999999999987,0.0,0.2749999999999998,100.0,100.0,0.0,15.0,0.27902250351396984,0.9603333333333332,0.1,0.0,0.734224959260198,0.05,0.0,0.0,2.288576030398291,0.0,0.2948916938659193,0.0,0.0,0.0,0.0,0.09733349742925827,0.04694230764367655,0.31622776601683794,0.0,0.002311839272436432,0.0
457,15.0,0.0,10.879999999999987,0.0,0.2609999999999998,100.0,100.0,0.0,15.0,0.2930419896679142,1.0,0.0,0.0,0.734224959260198,0.05,0.0,0.0,2.288576030398291,0.0,0.2845835163493798,0.0,0.0,0.0,0.0,0.10378588919724055,6.409875621278546e-17,0.0,0.0,0.002311839272436432,0.0
458,15.0,0.0,10.919999999999987,0.0,0.3199999999999998,100.0,100.0,0.0,15.0,0.2903328706153105,0.977,0.4,0.5,0.733830763318263,0.05,0.0,0.0,2.3311736036534025,0.0,0.433076847170979,0.0,0.0,0.0,0.0,0.10264351136380202,0.04451244797459869,1.2649110640673518,1.5811388300841895,0.002329859213226036,0.0
459,15.0,0.0,10.43333333333332,0.0,0.30399999999999977,100.0,100.0,0.0,15.0,0.30273834224945945,1.0046666666666666,1.0,0.0,0.733830763318263,0.05,0.0,0.0,2.3437861108329305,0.0,0.42056047259711776,0.0,0.0,0.0,0.0,0.10837774251273159,0.010909277963229887,1.6996731711975948,0.0,0.002329859213226036,0.0
460,15.0,0.0,11.406666666666656,0.0,0.2889999999999998,100.0,100.0,0.0,15.0,0.2722739948565563,0.9279999999999999,0.2,0.0,0.7327382202507676,0.05,0.0,0.0,1.4305140231295803,0.0,0.40747051699751496,0.0,0.0,0.0,0.0,0.08719299469746496,0.07495183638696097,0.6324555320336759,0.0,0.0018541122606706428,0.0
461,15.0,0.0,10.89333333333332,0.0,0.2749999999999998,100.0,100.0,0.0,15.0,0.2859358718075338,0.9999999999999998,0.4,0.0,0.7327382202507676,0.05,0.0,0.0,1.408247312735646,0.0,0.3937921053325246,0.0,0.0,0.0,0.0,0.09114815143084613,3.700743415417188e-17,1.2649110640673518,0.0,0.0018541122606706428,0.0
462,15.0,0.0,11.333333333333321,0.0,0.2609999999999998,100.0,100.0,0.0,15.0,0.2646131022255078,0.9546666666666666,0.2,0.0,0.732049878098353,0.05,0.0,0.0,1.5102938966707762,0.0,0.3803346479673452,0.0,0.0,0.0,0.0,0.08050059651510204,0.07171961868069086,0.6324555320336759,0.0,0.0018657848773306867,0.0
463,15.0,0.0,10.83333333333332,0.0,0.2469999999999998,100.0,100.0,0.0,15.0,0.27738807212980404,1.0,0.0,0.0,0.732049878098353,0.05,0.0,0.0,1.5102938966707755,0.0,0.3671224440004844,0.0,0.0,0.0,0.0,0.0855274660232852,9.791246743253677e-17,0.0,0.0,0.0018657848773306867,0.0
464,15.0,0.0,10.839999999999986,0.0,0.2329999999999998,100.0,100.0,0.0,15.0,0.2721173586984221,0.9733333333333333,0.8,0.0,0.7316556821564179,0.05,0.0,0.0,1.564324490350746,0.0,0.3541829408025681,0.0,0.0,0.0,0.0,0.08212041400232689,0.04661372658534008,1.6865480854231356,0.0,0.0016568482563582775,0.0
465,15.0,0.0,10.859999999999987,0.0,0.21899999999999978,100.0,100.0,0.0,15.0,0.266473461100767,0.9733333333333333,0.4,0.0,0.7312614862144826,0.05,0.0,0.0,1.8221409195954659,0.0,0.3415471335620376,0.0,0.0,0.0,0.0,0.08863400913163216,0.046613726585340035,1.2649110640673518,0.0,0.002011073158758393,0.0
466,15.0,0.0,11.146666666666654,0.0,0.2049999999999998,100.0,100.0,0.0,15.0,0.252798943498882,0.96,0.4,0.0,0.7306691918042654,0.05,0.0,0.0,1.7900410368425241,0.0,0.32924998945414635,0.0,0.0,0.0,0.0,0.08159802552346393,0.046613726585340055,1.2649110640673518,0.0,0.0016576227376418325,0.0
467,15.0,0.0,10.779999999999987,0.0,0.19099999999999978,100.0,100.0,0.0,15.0,0.2592045990866427,1.0003333333333333,2.1,0.0,0.7305711430674389,0.05,0.0,0.0,1.7490173608043675,0.0,0.31733088234347573,0.0,0.0,0.0,0.0,0.07890016789894283,0.028216534860010235,4.433458644845529,0.0,0.0016342463410125784,0.0
468,15.0,0.0,10.379999999999985,0.0,0.17699999999999977,100.0,100.0,0.0,15.0,0.2708557835031371,0.9969999999999999,2.1,0.0,0.7304730943306124,0.05,0.0,0.0,1.7600645330481035,0.0,0.3058340145314846,0.0,0.0,0.0,0.0,0.08353837815141214,0.0237502436634674,2.9981475762358483,0.0,0.0016052431278712684,0.0
469,15.0,0.0,10.039999999999985,0.0,0.23799999999999977,100.0,100.0,0.0,15.0,0.27730699580427887,1.001,1.0,0.5,0.7303750455937859,0.05,0.0,0.0,1.8258635704175141,0.0,0.37990642122618673,0.0,0.0,0.0,0.0,0.08481832697668629,0.026483164929655943,1.9436506316151,1.5811388300841898,0.0014978290961220715,0.0
470,15.0,0.0,10.379999999999985,0.0,0.3689999999999998,100.0,100.0,0.0,15.0,0.26550904876361664,0.9673333333333332,0.5,0.5,0.7297867531728268,0.05,0.0,0.0,2.0428858793504343,0.0,0.5271190040630714,0.0,0.0,0.0,0.0,0.07918207722475584,0.06800145241731383,1.0801234497346435,1.5811388300841898,0.001467541581015701,0.0
471,15.0,0.0,9.879999999999985,0.0,0.3519999999999998,100.0,100.0,0.0,15.0,0.2798841300105324,1.0,0.0,0.0,0.7297867531728268,0.05,0.0,0.0,2.0428858793504343,0.0,0.508195063161993,0.0,0.0,0.0,0.0,0.085383425496556,9.791246743253677e-17,0.0,0.0,0.001467541581015701,0.0
472,15.0,0.0,9.939999999999985,0.0,0.5569999999999997,100.0,100.0,0.0,15.0,0.27493787180727675,0.9803333333333333,0.8,0.5,0.7293925572308917,0.05,0.0,0.0,2.090058774056931,0.0,0.9788093674346284,0.0,0.0,0.0,0.0,0.08175535480251153,0.035709735159829815,1.6865480854231358,1.5811388300841898,0.0014215123055718814,0.0
473,15.0,0.0,9.44666666666665,0.0,0.5359999999999998,100.0,100.0,0.0,15.0,0.2908414721420768,1.0013333333333332,0.2,0.0,0.7293925572308917,0.05,0.0,0.0,2.092148756602432,0.0,0.9472322254277926,0.0,0.0,0.0,0.0,0.08849938098259273,0.004216370213557882,0.6324555320336759,0.0,0.0014215123055718814,0.0
474,15.0,0.0,9.733333333333317,0.0,0.5159999999999998,100.0,100.0,0.0,15.0,0.2833081718514841,0.96,0.4,0.0,0.7288062257846692,0.05,0.0,0.0,2.1623032986969184,0.0,0.9150616251257494,0.0,0.0,0.0,0.0,0.06940441773530857,0.08432740427115676,1.2649110640673518,0.0,0.0019632426750190476,0.0
475,15.0,0.0,9.373333333333317,0.0,0.49599999999999983,100.0,100.0,0.0,15.0,0.2887109269857777,1.0016666666666665,1.8,0.5,0.7287081770478427,0.05,0.0,0.0,2.303931154664158,0.0,0.88292695054574,0.0,0.0,0.0,0.0,0.07044094917252373,0.027988092706244486,2.7406406388125952,1.5811388300841898,0.0021571624650736634,0.0
476,15.0,0.0,9.839999999999984,0.0,0.4759999999999998,100.0,100.0,0.0,15.0,0.28502363190223373,0.9593333333333334,0.8,0.0,0.7280198348954281,0.05,0.0,0.0,2.0757744352826144,0.0,0.8508322722814146,0.0,0.0,0.0,0.0,0.055670790562556624,0.050007406858791785,1.3165611772087666,0.0,0.0017436580443706852,0.0
477,15.0,0.0,9.333333333333318,0.0,0.4559999999999998,100.0,100.0,0.0,15.0,0.3014630135473627,1.0013333333333332,0.6,0.0,0.7280198348954281,0.05,0.0,0.0,2.098735657014648,0.0,0.8187822936803434,0.0,0.0,0.0,0.0,0.0626484981513608,0.004216370213557808,1.3498971154211057,0.0,0.0017436580443706852,0.0
478,15.0,0.0,9.626666666666651,0.0,0.4369999999999997,100.0,100.0,0.0,15.0,0.30769688671128004,0.9633333333333333,1.2,0.0,0.7274315024545764,0.05,0.0,0.0,1.7419160728744312,0.0,0.7895716138092435,0.0,0.0,0.0,0.0,0.07401931170762271,0.05079613089183309,2.6997942308422114,0.0,0.001695749003627658,0.0
479,15.0,0.0,9.433333333333318,0.0,0.41899999999999976,100.0,100.0,0.0,15.0,0.31657225245000775,0.9933333333333334,0.8,0.0,0.7272354049809234,0.05,0.0,0.0,1.5429649188302208,0.0,0.7632161482102489,0.0,0.0,0.0,0.0,0.0786285584589733,0.03442651863295484,1.6865480854231358,0.0,0.0014642200874083477,0.0
480,15.0,0.0,9.879999999999985,0.0,0.4009999999999998,100.0,100.0,0.0,15.0,0.30666099841715466,0.9560000000000001,0.4,0.0,0.7265509847779819,0.05,0.0,0.0,1.4219791458942121,0.0,0.7369373559989115,0.0,0.0,0.0,0.0,0.06577754486561173,0.07000529080534368,0.8432740427115679,0.0,0.0017208551452605244,0.0
481,15.0,0.0,9.513333333333318,0.0,0.38299999999999973,100.0,100.0,0.0,15.0,0.31818276351558256,0.9933333333333334,0.0,0.0,0.7264529360411554,0.05,0.0,0.0,1.7165282216737598,0.0,0.7107437419117147,0.0,0.0,0.0,0.0,0.07626847754712222,0.021081851067789235,0.0,0.0,0.0019762631064707816,0.0
482,15.0,0.0,9.533333333333317,0.0,0.36499999999999977,100.0,100.0,0.0,15.0,0.3204296980794069,0.974,0.1,0.5,0.7260607410938493,0.05,0.0,0.0,1.7267681937833284,0.0,0.6846450824251121,0.0,0.0,0.0,0.0,0.062317344377433206,0.04961083115511403,0.31622776601683794,1.5811388300841898,0.0017949743686902662,0.0
483,15.0,0.0,9.033333333333317,0.0,0.34699999999999975,100.0,100.0,0.0,15.0,0.3391084179798421,1.0,0.0,0.0,0.7260607410938493,0.05,0.0,0.0,1.7267681937833286,0.0,0.6586526651683214,0.0,0.0,0.0,0.0,0.0678206518508573,7.401486830834377e-17,0.0,0.0,0.0017949743686902662,0.0
484,15.0,0.0,9.319999999999984,0.0,0.32899999999999974,100.0,100.0,0.0,15.0,0.3391794871374917,0.96,0.4,0.0,0.7254783315970998,0.05,0.0,0.0,1.6386685350922086,0.0,0.6327795824771842,0.0,0.0,0.0,0.0,0.0710616400068107,0.03442651863295478,1.2649110640673518,0.0,0.0019162768722971071,0.0
485,15.0,0.0,8.853333333333318,0.0,0.38399999999999973,100.0,100.0,0.0,15.0,0.35850243565840334,1.0059999999999998,0.3,0.5,0.7254783315970998,0.05,0.0,0.0,1.6780500147051227,0.0,0.6093749074074002,0.0,0.0,0.0,0.0,0.07731891518197767,0.013033669598769096,0.9486832980505138,1.5811388300841898,0.0019162768722971071,0.0
486,15.0,0.0,9.159999999999984,0.0,0.3639999999999997,100.0,100.0,0.0,15.0,0.35874598069503927,0.9633333333333333,0.8,0.0,0.724897883075087,0.05,0.0,0.0,1.6609383039061758,0.0,0.5850394098786087,0.0,0.0,0.0,0.0,0.08394097257896349,0.03314763086705841,1.6865480854231356,0.0,0.001658838621753532,0.0
487,15.0,0.0,8.68666666666665,0.0,0.4169999999999997,100.0,100.0,0.0,15.0,0.3762435617859057,1.0073333333333332,0.9,0.5,0.724897883075087,0.05,0.0,0.0,1.6533691752387418,0.0,0.5842193271556683,0.0,0.0,0.0,0.0,0.09221365464568532,0.013033669598769023,1.5238839267549948,1.5811388300841895,0.001658838621753532,0.0
488,15.0,0.0,10.439999999999987,0.0,0.3949999999999997,100.0,100.0,0.0,15.0,0.3202635264787525,0.8866666666666667,0.4,0.0,0.7232330155237728,0.05,0.0,0.0,2.0510039697549662,0.0,0.5565818298627192,0.0,0.0,0.0,0.0,0.07657208106830404,0.08916623398995055,1.2649110640673518,0.0,0.0020129599294760824,0.0
489,15.0,0.0,9.986666666666652,0.0,0.5239999999999997,100.0,100.0,0.0,15.0,0.3382019554021209,1.0083333333333333,0.6,0.5,0.7232330155237728,0.05,0.0,0.0,2.056138055604175,0.0,0.6174175608487696,0.0,0.0,0.0,0.0,0.08174817330711351,0.013899995559107415,1.2649110640673518,1.5811388300841895,0.0020129599294760824,0.0
490,15.0,0.0,10.73333333333332,0.0,0.6499999999999997,100.0,100.0,0.0,15.0,0.312972954514432,0.9483333333333333,0.6,0.5,0.7223544988418074,0.05,0.0,0.0,1.9919591448039082,0.0,0.6411101482758029,0.0,0.0,0.0,0.0,0.06463491543089894,0.06307451990882205,1.8973665961010275,1.5811388300841898,0.0021041015719733378,0.0
491,15.0,0.0,10.366666666666653,0.0,0.6219999999999997,100.0,100.0,0.0,15.0,0.3242962781519487,0.9983333333333333,1.0,0.5,0.7222564501049809,0.05,0.0,0.0,2.070963275601213,0.0,0.6199068030312656,0.0,0.0,0.0,0.0,0.07039139965184038,0.02568806227043755,1.699673171197595,1.5811388300841898,0.002112210612867989,0.0
492,15.0,0.0,10.799999999999986,0.0,0.5949999999999996,100.0,100.0,0.0,15.0,0.3084529004794926,0.9559999999999998,0.8,0.0,0.7215759918714049,0.05,0.0,0.0,2.214319280624008,0.0,0.5979083913480762,0.0,0.0,0.0,0.0,0.080404080359481,0.051491339317319716,1.4757295747452437,0.0,0.002266695430867238,0.0
493,15.0,0.0,10.439999999999987,0.0,0.5689999999999997,100.0,100.0,0.0,15.0,0.3207548609815213,0.9946666666666666,0.2,0.0,0.7214779431345784,0.05,0.0,0.0,2.125669103083188,0.0,0.575122209235181,0.0,0.0,0.0,0.0,0.08602796021122852,0.016865480854231327,0.6324555320336759,0.0,0.0022356654266153216,0.0
494,15.0,0.0,11.693333333333321,0.0,0.5429999999999996,100.0,100.0,0.0,15.0,0.2738948110673717,0.917,0.0,0.5,0.7202209583284626,0.05,0.0,0.0,2.278986129351778,0.0,0.5526913947021226,0.0,0.0,0.0,0.0,0.08383911372176296,0.09376158364650865,0.0,1.5811388300841898,0.0022937091804529288,0.0
495,15.0,0.0,11.23333333333332,0.0,0.5929999999999996,100.0,100.0,0.0,15.0,0.28655799692624057,1.0073333333333332,0.0,1.0,0.7202209583284626,0.05,0.0,0.0,2.269932288107426,0.0,0.5887472576015392,0.0,0.0,0.0,0.0,0.08933784309257092,0.015460024116378736,0.0,2.1081851067789197,0.0022937091804529288,0.0
496,15.0,0.0,11.25333333333332,0.0,0.5669999999999996,100.0,100.0,0.0,15.0,0.2803630019132135,0.9733333333333333,0.4,0.0,0.7198306843360005,0.05,0.0,0.0,2.319599795196697,0.0,0.5672947499610173,0.0,0.0,0.0,0.0,0.08963397247400916,0.04661372658534005,1.2649110640673518,0.0,0.0021059728490699686,0.0
497,15.0,0.0,10.75333333333332,0.0,0.6909999999999996,100.0,100.0,0.0,15.0,0.2935957545311851,1.005,1.0,0.5,0.7198306843360005,0.05,0.0,0.0,2.350371654351768,0.0,0.8019483219703814,0.0,0.0,0.0,0.0,0.09607295056038713,0.011889408088351499,1.6996731711975948,1.5811388300841898,0.0021059728490699686,0.0
498,15.0,0.0,10.81333333333332,0.0,0.6629999999999997,100.0,100.0,0.0,15.0,0.28892114156010895,0.9806666666666665,0.9,0.5,0.719444372312904,0.05,0.0,0.0,2.4070472665093003,0.0,0.7719247228699034,0.0,0.0,0.0,0.0,0.10079435657868328,0.04567193805747599,2.0248456731316584,1.5811388300841898,0.002135281489837404,0.0
499,15.0,0.0,10.35333333333332,0.0,0.6349999999999996,100.0,100.0,0.0,15.0,0.30214348256697077,1.0073333333333332,0.5,0.5,0.719444372312904,0.05,0.0,0.0,2.385097766974073,0.0,0.7420280018675541,0.0,0.0,0.0,0.0,0.10834979673422009,0.013033669598769065,1.0801234497346435,1.5811388300841898,0.002135281489837404,0.0
500,15.0,0.0,11.206666666666653,0.0,0.6069999999999997,100.0,100.0,0.0,15.0,0.276875124922512,0.9366666666666665,0.4,0.0,0.7184717288435851,0.05,0.0,0.0,1.6453300918390565,0.0,0.7122741357401965,0.0,0.0,0.0,0.0,0.1002468696253408,0.07105900869030878,1.2649110640673518,0.0,0.0019305672066861012,0.0
501,15.0,0.0,10.766666666666653,0.0,0.8019999999999996,100.0,100.0,0.0,15.0,0.2889608374617242,1.011,0.0,1.5,0.7184717288435851,0.05,0.0,0.0,1.6050845137550558,0.0,0.7392007696003686,0.0,0.0,0.0,0.0,0.10675938185534352,0.01771168268978711,0.0,2.41522945769824,0.0019305672066861012,0.0
502,15.0,0.0,11.47333333333332,0.0,0.7679999999999996,100.0,100.0,0.0,15.0,0.25695652107893413,0.9433333333333331,0.8,0.0,0.7176010560605658,0.05,0.0,0.0,1.3620790209306024,0.0,0.7109274068270102,0.0,0.0,0.0,0.0,0.07932716348306845,0.0802003663671937,1.6865480854231358,0.0,0.0017471992673476502,0.0
503,15.0,0.0,10.99333333333332,0.0,0.8089999999999996,100.0,100.0,0.0,15.0,0.26993650794797464,1.0036666666666665,0.0,0.5,0.7176010560605658,0.05,0.0,0.0,1.3898041428760965,0.0,0.7529711518747282,0.0,0.0,0.0,0.0,0.08285551341222669,0.011595018087284041,0.0,1.5811388300841895,0.0017471992673476502,0.0
504,15.0,0.0,11.046666666666653,0.0,0.7639999999999996,100.0,100.0,0.0,15.0,0.2626360177713617,0.9793333333333333,0.7,0.5,0.7172127830627328,0.05,0.0,0.0,1.53109337193401,0.0,0.712073654117949,0.0,0.0,0.0,0.0,0.08435230328314457,0.051944890075331485,1.4944341180973264,1.5811388300841898,0.001585092268494337,0.0
505,15.0,0.0,11.053333333333319,0.0,0.5959999999999995,100.0,100.0,0.0,15.0,0.25622179017295454,0.9756666666666666,1.5,0.0,0.7168264710396364,0.05,0.0,0.0,1.671119976335826,0.0,0.6427233723253988,0.0,0.0,0.0,0.0,0.08548691376591265,0.044943036648738735,2.5495097567963922,0.0,0.0019283294923279687,0.0
506,15.0,0.0,11.113333333333319,0.0,0.5639999999999995,100.0,100.0,0.0,15.0,0.25211447424717287,0.9809999999999999,1.0,0.5,0.7164401590165399,0.05,0.0,0.0,1.6346706543362666,0.0,0.6254100876846949,0.0,0.0,0.0,0.0,0.07596892670034708,0.05293951825047705,2.309401076758503,1.5811388300841898,0.0017105987758181086,0.0
507,15.0,0.0,10.75333333333332,0.0,0.5349999999999997,100.0,100.0,0.0,15.0,0.2574237163422408,0.9969999999999999,0.9,0.0,0.71634407125445,0.05,0.0,0.0,1.5235760403134777,0.0,0.6058281751270549,0.0,0.0,0.0,0.0,0.07103085835839795,0.023750243663467358,1.5238839267549948,0.0,0.0016520104907731701,0.0
508,15.0,0.0,10.382533333333319,0.0,0.5089999999999997,100.0,100.0,0.0,15.0,0.2660887277992742,0.9950466666666665,0.638,0.0,0.71624798349236,0.05,0.0,0.0,1.8118836743518414,0.0,0.5837322445550983,0.0,0.0,0.0,0.0,0.08156189105294662,0.022342387330026695,2.017533147187426,0.0,0.0018266081729034261,0.0
509,15.0,0.0,10.029199999999985,0.0,0.48399999999999965,100.0,100.0,0.0,15.0,0.27436320922341106,0.9956666666666665,0.3,0.0,0.71615189573027,0.05,0.0,0.0,1.8948358618122811,0.0,0.560935726165564,0.0,0.0,0.0,0.0,0.08529839552265049,0.02309668353083306,0.9486832980505138,0.0,0.0017602423079119008,0.0
510,15.0,0.0,10.21586666666665,0.0,0.4609999999999997,100.0,100.0,0.0,15.0,0.2669923303087284,0.9703333333333333,0.0,0.5,0.7156714569198201,0.05,0.0,0.0,1.7942071339469667,0.0,0.5363549819538048,0.0,0.0,0.0,0.0,0.07026624648419601,0.05029419621427016,0.0,1.5811388300841898,0.0014914312646929057,0.0
511,15.0,0.0,9.73586666666665,0.0,0.5139999999999997,100.0,100.0,0.0,15.0,0.28042341012242006,1.0036666666666665,0.0,0.5,0.7156714569198201,0.05,0.0,0.0,1.8082813557984858,0.0,0.4940130452618519,0.0,0.0,0.0,0.0,0.07549007648321039,0.01159501808728406,0.0,1.5811388300841898,0.0014914312646929057,0.0
512,15.0,0.0,10.009199999999984,0.0,0.48999999999999966,100.0,100.0,0.0,15.0,0.2725584160499307,0.96,0.8,0.0,0.7150949303472803,0.05,0.0,0.0,1.9636566997741531,0.0,0.47034266468418734,0.0,0.0,0.0,0.0,0.07047037360700126,0.046613726585340076,1.6865480854231356,0.0,0.0018051633736088917,0.0
513,15.0,0.0,9.562533333333317,0.0,0.6869999999999996,100.0,100.0,0.0,15.0,0.28612723934455386,1.0096666666666665,0.3,1.0,0.7150949303472803,0.05,0.0,0.0,1.9200933567838436,0.0,0.5739154022056636,0.0,0.0,0.0,0.0,0.07556958352444691,0.01598224323320835,0.9486832980505138,2.1081851067789197,0.0018051633736088917,0.0
514,15.0,0.0,9.462533333333315,0.0,0.6569999999999996,100.0,100.0,0.0,15.0,0.2893678656711888,0.9799999999999999,0.0,0.0,0.7148085888162521,0.05,0.0,0.0,2.13300066387678,0.0,0.5514032603780606,0.0,0.0,0.0,0.0,0.07434524814540736,0.044996570514036806,0.0,0.0,0.0021478590132845646,0.0
515,15.0,0.0,8.962533333333315,0.0,0.6269999999999996,100.0,100.0,0.0,15.0,0.30684729257344723,1.0,0.0,0.0,0.7148085888162521,0.05,0.0,0.0,2.13300066387678,0.0,0.5291513121131902,0.0,0.0,0.0,0.0,0.08090949213347559,7.401486830834377e-17,0.0,0.0,0.0021478590132845646,0.0
516,15.0,0.0,9.649199999999983,0.0,0.5969999999999996,100.0,100.0,0.0,15.0,0.2973603939226933,0.9399999999999998,0.4,0.0,0.7139418379827058,0.05,0.0,0.0,2.06917386269837,0.0,0.5071938047290753,0.0,0.0,0.0,0.0,0.07329165587030313,0.05837300238472752,1.2649110640673518,0.0,0.0017544162999425536,0.0
517,15.0,0.0,9.149733333333316,0.0,0.5669999999999996,100.0,100.0,0.0,15.0,0.3154811769134736,1.0024133333333334,0.708,0.0,0.7139418379827058,0.05,0.0,0.0,2.065183032572345,0.0,0.48557068372059764,0.0,0.0,0.0,0.0,0.0780518219299531,0.00763163008653962,1.5082646393197126,0.0,0.0017544162999425536,0.0
518,15.0,0.0,9.589733333333317,0.0,0.5369999999999996,100.0,100.0,0.0,15.0,0.30676381384837453,0.9570000000000001,0.4,0.5,0.7132672234538447,0.05,0.0,0.0,2.329320829324708,0.0,0.46432866712180376,0.0,0.0,0.0,0.0,0.07005392031511304,0.0920071119097611,1.2649110640673518,1.5811388300841895,0.0018713575579383237,0.0
519,15.0,0.0,9.36306666666665,0.0,0.6549999999999996,100.0,100.0,0.0,15.0,0.3207158682622816,0.993,1.2,0.5,0.7130750479296648,0.05,0.0,0.0,2.113407223851375,0.0,0.49900456466404747,0.0,0.0,0.0,0.0,0.0782133351872765,0.033089851489617454,1.7511900715418263,1.5811388300841895,0.0016608107313116562,0.0
520,15.0,0.0,9.949733333333317,0.0,0.6209999999999996,100.0,100.0,0.0,15.0,0.310738621110158,0.9503333333333333,0.5,0.0,0.7123082283686921,0.05,0.0,0.0,1.5450033265376337,0.0,0.483562014866989,0.0,0.0,0.0,0.0,0.06711167994796774,0.07201594473653933,1.2692955176439846,0.0,0.0015652836393485574,0.0
521,15.0,0.0,9.589733333333317,0.0,0.5869999999999995,100.0,100.0,0.0,15.0,0.32243957005790796,0.9946666666666666,0.2,0.0,0.7122121406066021,0.05,0.0,0.0,1.7386406553382647,0.0,0.4687584073320119,0.0,0.0,0.0,0.0,0.07671138691584611,0.02195393606262839,0.6324555320336759,0.0,0.0017925877503466156,0.0
522,15.0,0.0,9.62306666666665,0.0,0.5539999999999996,100.0,100.0,0.0,15.0,0.32387173923062446,0.9733333333333333,0.0,0.0,0.7118277895582421,0.05,0.0,0.0,1.5212007018499074,0.0,0.4554411780533976,0.0,0.0,0.0,0.0,0.06331669495703088,0.04661372658534002,0.0,0.0,0.0014790021913873867,0.0
523,15.0,0.0,9.109733333333317,0.0,0.5219999999999996,100.0,100.0,0.0,15.0,0.34133731967515174,1.0,0.4,0.0,0.7118277895582421,0.05,0.0,0.0,1.5333234202578132,0.0,0.44361645095234636,0.0,0.0,0.0,0.0,0.06922169664998246,7.401486830834377e-17,1.2649110640673518,0.0,0.0014790021913873867,0.0
524,15.0,0.0,9.669733333333317,0.0,0.49099999999999955,100.0,100.0,0.0,15.0,0.3255003367295208,0.9480000000000001,0.6,0.0,0.711062930972006,0.05,0.0,0.0,1.9651796562862884,0.0,0.4325492907044107,0.0,0.0,0.0,0.0,0.06346049119600114,0.054233150082779,1.3498971154211057,0.0,0.0018545374456337758,0.0
525,15.0,0.0,9.189733333333317,0.0,0.4609999999999996,100.0,100.0,0.0,15.0,0.3424451931307789,1.0033333333333334,0.4,0.0,0.711062930972006,0.05,0.0,0.0,1.9931034724398689,0.0,0.4221492627021869,0.0,0.0,0.0,0.0,0.07273473470494551,0.010540925533894577,1.2649110640673518,0.0,0.0018545374456337758,0.0
526,15.0,0.0,9.169733333333317,0.0,0.4309999999999995,100.0,100.0,0.0,15.0,0.3549103836394078,0.9746666666666666,1.0,0.0,0.7106824234341297,0.05,0.0,0.0,1.6698355711170816,0.0,0.41240352407159014,0.0,0.0,0.0,0.0,0.07896068887084554,0.04472688036472578,1.632993161855452,0.0,0.0016366140525896906,0.0
527,15.0,0.0,8.716399999999984,0.0,0.5529999999999996,100.0,100.0,0.0,15.0,0.37642637463159123,1.0083333333333333,0.6,0.5,0.7106824234341297,0.05,0.0,0.0,1.7197281496335355,0.0,0.692259585223154,0.0,0.0,0.0,0.0,0.0895245537865001,0.01467760534846985,1.3498971154211057,1.5811388300841898,0.0016366140525896906,0.0
