Step,Ideology_adaptive_mean,Ideology_adaptive_direct_mean,AvgEnergy_mean,CommunityPool_mean,TotalScar_mean,Renewables_mean,NonRenewables_mean,InfrastructureSites_mean,AgentsAlive_mean,GiniEnergy_mean,AvgAdaptiveReward_mean,MinedRenewable_mean,MinedNonrenewable_mean,AvgAdaptiveEpsilon_mean,AvgAdaptiveEpsilonGlobal_mean,Ideology_adaptive_std,Ideology_adaptive_direct_std,AvgEnergy_std,CommunityPool_std,TotalScar_std,Renewables_std,NonRenewables_std,InfrastructureSites_std,AgentsAlive_std,GiniEnergy_std,AvgAdaptiveReward_std,MinedRenewable_std,MinedNonrenewable_std,AvgAdaptiveEpsilon_std,AvgAdaptiveEpsilonGlobal_std
714,15.0,0.0,9.856666666666651,0.0,0.1719999999999999,100.0,100.0,0.0,15.0,0.2858993963828234,0.9799999999999999,0.1,0.0,0.6465664003604721,0.05,0.0,0.0,1.6980780711741383,0.0,0.4934639466735807,0.0,0.0,0.0,0.0,0.0699429876724418,0.03220305943597652,0.31622776601683794,0.0,0.001646194840634816,0.0
715,15.0,0.0,9.496666666666652,0.0,0.31199999999999994,100.0,100.0,0.0,15.0,0.29715089652359933,0.9969999999999999,0.4,0.5,0.6464795446340009,0.05,0.0,0.0,1.744865483513147,0.0,0.6248519824726491,0.0,0.0,0.0,0.0,0.0690848823159039,0.025163661826991958,1.2649110640673518,1.5811388300841895,0.001784195280615195,0.0
716,15.0,0.0,9.663333333333316,0.0,0.29999999999999993,100.0,100.0,0.0,15.0,0.293408787064919,0.9666666666666666,0.0,0.0,0.6460470031161749,0.05,0.0,0.0,1.9845358943716283,0.0,0.6044464869246535,0.0,0.0,0.0,0.0,0.05996837319657072,0.047140452079103175,0.0,0.0,0.002071355602944869,0.0
717,15.0,0.0,9.163333333333316,0.0,0.2879999999999999,100.0,100.0,0.0,15.0,0.3103397549066892,1.0,0.0,0.0,0.6460470031161749,0.05,0.0,0.0,1.9845358943716283,0.0,0.5841194702760347,0.0,0.0,0.0,0.0,0.06457586045570306,7.401486830834377e-17,0.0,0.0,0.002071355602944869,0.0
718,15.0,0.0,9.43666666666665,0.0,0.2759999999999999,100.0,100.0,0.0,15.0,0.3093994695918887,0.96,0.8,0.0,0.645524096191502,0.05,0.0,0.0,2.1503057491470456,0.0,0.5638794197343966,0.0,0.0,0.0,0.0,0.065398718559055,0.03442651863295483,1.6865480854231356,0.0,0.0021917209555673126,0.0
719,15.0,0.0,9.363333333333317,0.0,0.2639999999999999,100.0,100.0,0.0,15.0,0.31578597880988735,0.985,0.7,0.0,0.6452635290120886,0.05,0.0,0.0,2.0625077627987136,0.0,0.5437360470751307,0.0,0.0,0.0,0.0,0.06570738800501918,0.03742482176244285,1.6363916944844767,0.0,0.0020177401246217713,0.0
720,15.0,0.0,9.55666666666665,0.0,0.2519999999999999,100.0,100.0,0.0,15.0,0.31296767950077237,0.9733333333333333,1.2,0.0,0.6448292503797332,0.05,0.0,0.0,2.2768860042925367,0.0,0.5237005081363031,0.0,0.0,0.0,0.0,0.0744118732190737,0.04388537257362558,1.9321835661585918,0.0,0.0021675545588608182,0.0
721,15.0,0.0,9.30666666666665,0.0,0.23999999999999985,100.0,100.0,0.0,15.0,0.3238550992002337,0.9879999999999999,1.0,0.0,0.6446572760413203,0.05,0.0,0.0,2.5565118983528663,0.0,0.5037856687123997,0.0,0.0,0.0,0.0,0.0856049706113777,0.02911026292233393,1.699673171197595,0.0,0.0022257049775297314,0.0
722,15.0,0.0,10.013333333333318,0.0,0.22899999999999987,100.0,100.0,0.0,15.0,0.31025516201179826,0.9436666666666665,0.9,0.0,0.6438737310346003,0.05,0.0,0.0,2.3019690980538994,0.0,0.48347009559365006,0.0,0.0,0.0,0.0,0.08283737445830888,0.05846704252592558,1.5238839267549946,0.0,0.0021560991947544546,0.0
723,15.0,0.0,9.52666666666665,0.0,0.21899999999999986,100.0,100.0,0.0,15.0,0.3287142334233719,1.0023333333333333,0.3,0.0,0.6438737310346003,0.05,0.0,0.0,2.3074115688684955,0.0,0.46270821139124885,0.0,0.0,0.0,0.0,0.09016233613885061,0.007378647873726185,0.9486832980505138,0.0,0.0021560991947544546,0.0
724,15.0,0.0,9.833333333333318,0.0,0.20899999999999985,100.0,100.0,0.0,15.0,0.32296456535647183,0.9633333333333333,0.8,0.0,0.6433560709048325,0.05,0.0,0.0,2.2472479740318243,0.0,0.44202689712027426,0.0,0.0,0.0,0.0,0.09462378310767323,0.03314763086705841,1.6865480854231356,0.0,0.002191445044093185,0.0
725,15.0,0.0,9.333333333333318,0.0,0.19899999999999984,100.0,100.0,0.0,15.0,0.3405411279522424,1.0023333333333333,0.7,0.0,0.6433560709048325,0.05,0.0,0.0,2.2760698203615166,0.0,0.42143801442204964,0.0,0.0,0.0,0.0,0.10263648809932822,0.007378647873726194,1.4944341180973264,0.0,0.002191445044093185,0.0
726,15.0,0.0,9.899999999999984,0.0,0.18899999999999983,100.0,100.0,0.0,15.0,0.330691718763945,0.9493333333333333,0.8,0.0,0.6426646993221226,0.05,0.0,0.0,1.7519653866584792,0.0,0.4009558024964289,0.0,0.0,0.0,0.0,0.09141424502189074,0.05213467839507615,1.3984117975602022,0.0,0.0020115011512350585,0.0
727,15.0,0.0,9.40666666666665,0.0,0.17899999999999983,100.0,100.0,0.0,15.0,0.3493737118803665,1.0013333333333332,0.2,0.0,0.6426646993221226,0.05,0.0,0.0,1.7598260295611607,0.0,0.38059748349725614,0.0,0.0,0.0,0.0,0.10029465648802414,0.004216370213557921,0.6324555320336759,0.0,0.0020115011512350585,0.0
728,15.0,0.0,10.386666666666653,0.0,0.16899999999999982,100.0,100.0,0.0,15.0,0.32043794869044173,0.9289999999999999,0.3,0.0,0.6417092863309405,0.05,0.0,0.0,1.1751753218294907,0.0,0.36038405440122684,0.0,0.0,0.0,0.0,0.06647955303135923,0.0762719306652677,0.9486832980505138,0.0,0.0015103672474163132,0.0
729,15.0,0.0,10.126666666666653,0.0,0.15899999999999984,100.0,100.0,0.0,15.0,0.33000115264588903,0.9866666666666666,0.8,0.0,0.6415355748779983,0.05,0.0,0.0,1.314195994177093,0.0,0.34034133193343125,0.0,0.0,0.0,0.0,0.07805323435850953,0.028109134757052255,2.5298221281347035,0.0,0.0015337265260697234,0.0
730,15.0,0.0,10.699999999999985,0.0,0.14899999999999983,100.0,100.0,0.0,15.0,0.3072264761164733,0.9503333333333333,0.9,0.0,0.6408459404098177,0.05,0.0,0.0,1.6039303577751136,0.0,0.32050134338425307,0.0,0.0,0.0,0.0,0.07032736756654105,0.05283213574995079,1.911950719959998,0.0,0.0016681665621556324,0.0
731,15.0,0.0,10.206666666666653,0.0,0.13899999999999985,100.0,100.0,0.0,15.0,0.3231435753634301,1.0013333333333332,0.2,0.0,0.6408459404098177,0.05,0.0,0.0,1.588912198741218,0.0,0.3009041929474116,0.0,0.0,0.0,0.0,0.07658027801012818,0.004216370213557844,0.6324555320336759,0.0,0.0016681665621556324,0.0
732,15.0,0.0,11.01333333333332,0.0,0.12899999999999984,100.0,100.0,0.0,15.0,0.29265723978602143,0.9333333333333332,0.8,0.0,0.6399808219228487,0.05,0.0,0.0,1.9635694381079623,0.0,0.28160058396404064,0.0,0.0,0.0,0.0,0.07871041351285485,0.07698003589195007,1.6865480854231356,0.0,0.0017180458603029598,0.0
733,15.0,0.0,10.519999999999985,0.0,0.11899999999999981,100.0,100.0,0.0,15.0,0.30728849976019956,1.0016666666666665,0.3,0.0,0.6399808219228487,0.05,0.0,0.0,1.9766663543813419,0.0,0.2626552450985466,0.0,0.0,0.0,0.0,0.08486426133296197,0.004230985058813299,0.6749485577105528,0.0,0.0017180458603029598,0.0
734,15.0,0.0,11.079999999999988,0.0,0.18199999999999983,100.0,100.0,0.0,15.0,0.2857280381344508,0.9503333333333333,0.8,0.5,0.6392911520033512,0.05,0.0,0.0,1.754655184021872,0.0,0.3085737801203752,0.0,0.0,0.0,0.0,0.05919894499175048,0.05688302921210924,2.5298221281347035,1.5811388300841898,0.001339505672802205,0.0
735,15.0,0.0,10.71333333333332,0.0,0.16999999999999982,100.0,100.0,0.0,15.0,0.29493173830751396,0.9956666666666667,0.7,0.0,0.6392060333914096,0.05,0.0,0.0,1.9191819244822204,0.0,0.29318177903061343,0.0,0.0,0.0,0.0,0.06324585189510659,0.023096683530833106,1.4944341180973264,0.0,0.0014793263887520384,0.0
736,15.0,0.0,11.159999999999986,0.0,0.1579999999999998,100.0,100.0,0.0,15.0,0.2732877964891652,0.9556666666666667,0.3,0.0,0.6386049917642296,0.05,0.0,0.0,2.426336973940581,0.0,0.2785996729678225,0.0,0.0,0.0,0.0,0.06930667347233367,0.05443423940639833,0.9486832980505139,0.0,0.0016985510250854259,0.0
737,15.0,0.0,10.659999999999986,0.0,0.1459999999999998,100.0,100.0,0.0,15.0,0.2873746995879337,0.9999999999999998,0.0,0.0,0.6386049917642296,0.05,0.0,0.0,2.4263369739405807,0.0,0.2649612130943779,0.0,0.0,0.0,0.0,0.07560663376435856,1.0467283057891834e-16,0.0,0.0,0.0016985510250854259,0.0
738,15.0,0.0,10.426666666666652,0.0,0.1339999999999998,100.0,100.0,0.0,15.0,0.2937374423054648,0.9866666666666666,0.0,0.0,0.6384330174258167,0.05,0.0,0.0,2.569469369248483,0.0,0.2524194040789168,0.0,0.0,0.0,0.0,0.08864175329181163,0.02810913475705227,0.0,0.0,0.001757516795992529,0.0
739,15.0,0.0,9.89333333333332,0.0,0.1219999999999998,100.0,100.0,0.0,15.0,0.30865529601098307,1.0033333333333334,2.0,0.0,0.6384330174258167,0.05,0.0,0.0,2.515129528117767,0.0,0.24114541486644742,0.0,0.0,0.0,0.0,0.09091824779033879,0.010540925533894656,2.8284271247461903,0.0,0.001757516795992529,0.0
740,15.0,0.0,10.46653333333332,0.0,0.11099999999999983,100.0,100.0,0.0,15.0,0.29707077267042264,0.9503133333333332,0.898,0.0,0.6377399087285773,0.05,0.0,0.0,2.474655767057739,0.0,0.23086552122153026,0.0,0.0,0.0,0.0,0.10263348217253085,0.03300346483868054,1.520831643834678,0.0,0.0017950781177569677,0.0
741,15.0,0.0,10.126533333333319,0.0,0.1029999999999999,100.0,100.0,0.0,15.0,0.3083375385623543,0.9983333333333333,0.7,0.0,0.6376547901166357,0.05,0.0,0.0,2.3011920002951167,0.0,0.2200025252380323,0.0,0.0,0.0,0.0,0.10579962924828487,0.024305158726919237,1.159501808728406,0.0,0.001731392894972144,0.0
742,15.0,0.0,10.58653333333332,0.0,0.0969999999999999,100.0,100.0,0.0,15.0,0.2962493682757623,0.9603333333333334,0.8,0.5,0.637058959833044,0.05,0.0,0.0,1.8656256832825466,0.0,0.2083826608269826,0.0,0.0,0.0,0.0,0.0877582689045259,0.04451244797459869,1.6865480854231356,1.5811388300841898,0.0014621877719056967,0.0
743,15.0,0.0,10.32653333333332,0.0,0.0909999999999999,100.0,100.0,0.0,15.0,0.3039058631426198,0.9866666666666666,0.8,0.0,0.6368852483801017,0.05,0.0,0.0,1.8559316132569201,0.0,0.19700253805471626,0.0,0.0,0.0,0.0,0.09190797989257779,0.02810913475705225,1.6865480854231356,0.0,0.0015499025213361428,0.0
744,15.0,0.0,11.073199999999987,0.0,0.08499999999999991,100.0,100.0,0.0,15.0,0.2762733370247834,0.9479999999999998,1.0,0.0,0.6361174090158066,0.05,0.0,0.0,1.876103706101929,0.0,0.18590618900701247,0.0,0.0,0.0,0.0,0.08883773109558285,0.05310599696437534,1.632993161855452,0.0,0.0015614731344120814,0.0
745,15.0,0.0,10.50653333333332,0.0,0.0789999999999999,100.0,100.0,0.0,15.0,0.2929850692346007,0.9989999999999999,0.7,0.0,0.6361174090158066,0.05,0.0,0.0,1.7341144052139066,0.0,0.17514755683898825,0.0,0.0,0.0,0.0,0.08662894644580534,0.013521815934734475,1.4944341180973264,0.0,0.0015614731344120814,0.0
746,15.0,0.0,11.199866666666654,0.0,0.07299999999999991,100.0,100.0,0.0,15.0,0.2657840945718248,0.9413333333333332,0.6,0.0,0.6353461301647433,0.05,0.0,0.0,1.9336270990097093,0.0,0.16479279919543396,0.0,0.0,0.0,0.0,0.08277852629453875,0.06628036224820351,1.3498971154211057,0.0,0.0014029743999252652,0.0
747,15.0,0.0,10.959866666666652,0.0,0.0669999999999999,100.0,100.0,0.0,15.0,0.27024947780332176,0.9899999999999999,1.2,0.0,0.63517589294086,0.05,0.0,0.0,1.6473482410105358,0.0,0.1549229199024827,0.0,0.0,0.0,0.0,0.0764763602420034,0.03162277660168374,2.699794230842212,0.0,0.0014363219127983072,0.0
748,15.0,0.0,10.879866666666654,0.0,0.2069999999999999,100.0,100.0,0.0,15.0,0.27204752528932896,0.9883333333333333,1.4,0.5,0.6349187999905055,0.05,0.0,0.0,1.3626967380895896,0.0,0.46322660641298324,0.0,0.0,0.0,0.0,0.0770204073422605,0.03542510792651076,2.4585451886114367,1.5811388300841898,0.0011652246421048258,0.0
749,15.0,0.0,10.526533333333319,0.0,0.1969999999999999,100.0,100.0,0.0,15.0,0.27931272851667216,1.0,1.6,0.0,0.6348336813785638,0.05,0.0,0.0,1.2401107795995563,0.0,0.4506304226056845,0.0,0.0,0.0,0.0,0.07666091313054679,0.02721655269759084,2.7968235951204043,0.0,0.0012538762850836072,0.0
750,15.0,0.0,10.373199999999986,0.0,0.1869999999999999,100.0,100.0,0.0,15.0,0.28203142541135146,0.9813333333333333,1.0,0.0,0.6345783255427387,0.05,0.0,0.0,0.94134245090538,0.0,0.43833143218852605,0.0,0.0,0.0,0.0,0.06271125216191764,0.048232973711833445,2.309401076758503,0.0,0.0012171005670121749,0.0
751,15.0,0.0,9.859866666666651,0.0,0.17699999999999988,100.0,100.0,0.0,15.0,0.29742016397395005,1.0023333333333333,1.1,0.0,0.6345783255427387,0.05,0.0,0.0,0.9286646087557984,0.0,0.4263553551779182,0.0,0.0,0.0,0.0,0.06718689471825746,0.007378647873726182,1.7919573407620815,0.0,0.0012171005670121749,0.0
752,15.0,0.0,10.166533333333318,0.0,0.1679999999999999,100.0,100.0,0.0,15.0,0.2876958785169469,0.966,1.6,0.0,0.6340658420142686,0.05,0.0,0.0,1.7446893472817822,0.0,0.4142945811858996,0.0,0.0,0.0,0.0,0.07775724512746363,0.06413334873334688,2.2705848487901865,0.0,0.0017264695782529622,0.0
753,15.0,0.0,9.779866666666651,0.0,0.16099999999999995,100.0,100.0,0.0,15.0,0.3004919155109774,0.9946666666666666,1.0,0.0,0.6339789862877976,0.05,0.0,0.0,1.6656512995978068,0.0,0.4015096511915996,0.0,0.0,0.0,0.0,0.07395994243504117,0.02195393606262838,1.699673171197595,0.0,0.0016455277671421206,0.0
754,15.0,0.0,9.933199999999985,0.0,0.15499999999999994,100.0,100.0,0.0,15.0,0.2951257325793527,0.9666666666666666,0.4,0.0,0.6335516561135598,0.05,0.0,0.0,1.7151496871651548,0.0,0.3883082967608769,0.0,0.0,0.0,0.0,0.059424084455863134,0.03513641844631529,1.2649110640673518,0.0,0.0016061765521679094,0.0
755,15.0,0.0,9.466533333333318,0.0,0.14899999999999994,100.0,100.0,0.0,15.0,0.30869494586239005,1.0059999999999998,0.8,0.0,0.6335516561135598,0.05,0.0,0.0,1.6945140765291882,0.0,0.3751281262596969,0.0,0.0,0.0,0.0,0.06625022549575862,0.017833246797990105,2.2010098692292237,0.0,0.0016061765521679094,0.0
756,15.0,0.0,9.639866666666652,0.0,0.14299999999999993,100.0,100.0,0.0,15.0,0.3080166503348504,0.968,0.2,0.0,0.6331277654260902,0.05,0.0,0.0,1.6432494697254887,0.0,0.3619714537547585,0.0,0.0,0.0,0.0,0.05718424722775467,0.036757463338907205,0.6324555320336759,0.0,0.001688025630833736,0.0
757,15.0,0.0,9.25986666666665,0.0,0.13699999999999993,100.0,100.0,0.0,15.0,0.32037555129338074,0.9933333333333334,0.4,0.0,0.6330426468141486,0.05,0.0,0.0,1.7971440113499193,0.0,0.3488409379645685,0.0,0.0,0.0,0.0,0.057996961962207216,0.0210818510677892,1.2649110640673518,0.0,0.0018346402754933577,0.0
758,15.0,0.0,9.839866666666651,0.0,0.13099999999999992,100.0,100.0,0.0,15.0,0.30625161014071545,0.9513333333333331,1.0,0.0,0.6323599608040856,0.05,0.0,0.0,2.1658407953072873,0.0,0.3357396478092973,0.0,0.0,0.0,0.0,0.0675911397252281,0.04745888408941308,1.699673171197595,0.0,0.00209761939870069,0.0
759,15.0,0.0,9.726533333333318,0.0,0.12499999999999992,100.0,100.0,0.0,15.0,0.31317685594975003,0.9826666666666666,1.2,0.0,0.6321046049682606,0.05,0.0,0.0,1.9365791858867762,0.0,0.3226711432196356,0.0,0.0,0.0,0.0,0.0648308185249124,0.03477618029699898,1.9888578520235065,0.0,0.0018848622608186115,0.0
760,15.0,0.0,10.013199999999985,0.0,0.11899999999999991,100.0,100.0,0.0,15.0,0.30858972475307,0.96,0.4,0.0,0.6315938932966105,0.05,0.0,0.0,1.9555692373258795,0.0,0.30963957542062764,0.0,0.0,0.0,0.0,0.07093626456066456,0.04661372658534004,1.2649110640673518,0.0,0.001877004722938291,0.0
761,15.0,0.0,9.79986666666665,0.0,0.1129999999999999,100.0,100.0,0.0,15.0,0.316632908701458,0.9899999999999999,0.4,0.0,0.6314253584449661,0.05,0.0,0.0,2.1622097019164777,0.0,0.2966498122553106,0.0,0.0,0.0,0.0,0.08110942860656871,0.03162277660168379,1.2649110640673518,0.0,0.0019083035516200514,0.0
762,15.0,0.0,10.233199999999986,0.0,0.10699999999999991,100.0,100.0,0.0,15.0,0.30718930018833407,0.9533333333333334,0.0,0.0,0.6308260191900249,0.05,0.0,0.0,1.8116414165673709,0.0,0.2837075959504784,0.0,0.0,0.0,0.0,0.0676538586301452,0.05488484015657092,0.0,0.0,0.001805993634002879,0.0
763,15.0,0.0,9.706533333333317,0.0,0.10099999999999991,100.0,100.0,0.0,15.0,0.32333229668829533,1.0,0.8,0.0,0.6308260191900249,0.05,0.0,0.0,1.8127837347945874,0.0,0.27081974324877656,0.0,0.0,0.0,0.0,0.07344739109226142,7.401486830834377e-17,1.6865480854231356,0.0,0.001805993634002879,0.0
764,15.0,0.0,9.899866666666652,0.0,0.0949999999999999,100.0,100.0,0.0,15.0,0.31739438337961945,0.9713333333333333,0.6,0.0,0.6304021285025553,0.05,0.0,0.0,2.206806570478298,0.0,0.2579944013173755,0.0,0.0,0.0,0.0,0.08083814046217022,0.05162064856261194,1.2649110640673518,0.0,0.001961904147467013,0.0
765,15.0,0.0,9.439866666666651,0.0,0.1639999999999999,100.0,100.0,0.0,15.0,0.3326394196889428,1.0070000000000001,0.4,0.5,0.6304021285025553,0.05,0.0,0.0,2.2023471609362515,0.0,0.3186847972527085,0.0,0.0,0.0,0.0,0.08444048259844382,0.022135943621178707,1.2649110640673518,1.5811388300841898,0.001961904147467013,0.0
766,15.0,0.0,9.773199999999985,0.0,0.1559999999999999,100.0,100.0,0.0,15.0,0.32837654470735367,0.9656666666666667,0.7,0.0,0.6298948215753829,0.05,0.0,0.0,1.733806824217656,0.0,0.3064564496882966,0.0,0.0,0.0,0.0,0.07547867498695526,0.04455680242090203,1.4944341180973264,0.0,0.0017855907855156181,0.0
767,15.0,0.0,9.326533333333318,0.0,0.14799999999999988,100.0,100.0,0.0,15.0,0.34254195356451944,1.009,1.1,0.0,0.6298948215753829,0.05,0.0,0.0,1.7091238618978593,0.0,0.2943844802672555,0.0,0.0,0.0,0.0,0.08011768258468668,0.019754668146548252,2.4244128727957572,0.0,0.0017855907855156181,0.0
768,15.0,0.0,10.133199999999984,0.0,0.13999999999999987,100.0,100.0,0.0,15.0,0.3216008753895724,0.9336666666666666,0.9,0.0,0.6290453378282049,0.05,0.0,0.0,1.6016689382186096,0.0,0.2824889378365106,0.0,0.0,0.0,0.0,0.0656607893786175,0.054894961427470315,1.911950719959998,0.0,0.0014929097705354308,0.0
769,15.0,0.0,9.886533333333318,0.0,0.13199999999999987,100.0,100.0,0.0,15.0,0.33117982468744106,0.9869999999999999,0.5,0.0,0.6288751006043216,0.05,0.0,0.0,1.7257057758179306,0.0,0.27079307393079466,0.0,0.0,0.0,0.0,0.07873772158238145,0.028303906287138355,1.2692955176439848,0.0,0.001536708537917631,0.0
770,15.0,0.0,10.46653333333332,0.0,0.12399999999999989,100.0,100.0,0.0,15.0,0.31332671021104896,0.9513333333333334,1.0,0.0,0.6282009611977435,0.05,0.0,0.0,1.4671548615106478,0.0,0.2593239072837073,0.0,0.0,0.0,0.0,0.07163144089585693,0.04949622756544049,1.699673171197595,0.0,0.0013249208767748327,0.0
771,15.0,0.0,9.946533333333319,0.0,0.11699999999999991,100.0,100.0,0.0,15.0,0.33014720519545093,1.0013333333333332,1.0,0.0,0.6282009611977435,0.05,0.0,0.0,1.4701958146224394,0.0,0.2475681724293329,0.0,0.0,0.0,0.0,0.07816017309049152,0.004216370213557837,2.160246899469287,0.0,0.0013249208767748327,0.0
772,15.0,0.0,10.433199999999987,0.0,0.1109999999999999,100.0,100.0,0.0,15.0,0.3128105946042653,0.9626666666666667,1.2,0.0,0.6276033937996224,0.05,0.0,0.0,1.6589242922470608,0.0,0.23544048552069827,0.0,0.0,0.0,0.0,0.08298391177642388,0.0763002516054942,1.7511900715418263,0.0,0.001443885714768096,0.0
773,15.0,0.0,9.919866666666653,0.0,0.1049999999999999,100.0,100.0,0.0,15.0,0.3291075544098921,1.0026666666666666,1.2,0.0,0.6276033937996224,0.05,0.0,0.0,1.6716152253818468,0.0,0.22347010737207965,0.0,0.0,0.0,0.0,0.09125068616859541,0.005621826951410429,2.1499353995462798,0.0,0.001443885714768096,0.0
774,15.0,0.0,10.493199999999986,0.0,0.09899999999999991,100.0,100.0,0.0,15.0,0.31155149417860917,0.9479999999999998,0.2,0.0,0.6269292196507538,0.05,0.0,0.0,1.0705015231708532,0.0,0.2116837263466418,0.0,0.0,0.0,0.0,0.07110656216985746,0.054233150082778944,0.6324555320336759,0.0,0.0009904627378468087,0.0
775,15.0,0.0,10.126533333333319,0.0,0.0929999999999999,100.0,100.0,0.0,15.0,0.3206337786943063,0.9956666666666667,0.7,0.0,0.6268458034110509,0.05,0.0,0.0,0.9050411245004517,0.0,0.20011385648064328,0.0,0.0,0.0,0.0,0.05884222395654751,0.013703203194062943,1.4944341180973264,0.0,0.0009822243611148234,0.0
776,15.0,0.0,10.666666666666654,0.0,0.0869999999999999,100.0,100.0,0.0,15.0,0.29485742602246207,0.9469999999999998,0.9,0.0,0.626169961632234,0.05,0.0,0.0,1.6109195288390645,0.0,0.18880030602611717,0.0,0.0,0.0,0.0,0.025536782904919075,0.06878935461713512,1.9119507199599979,0.0,0.001049529321670089,0.0
777,15.0,0.0,10.199999999999985,0.0,0.0809999999999999,100.0,100.0,0.0,15.0,0.30920498280073644,1.0079999999999998,1.4,0.0,0.626169961632234,0.05,0.0,0.0,1.6135996107162751,0.0,0.17779201331893382,0.0,0.0,0.0,0.0,0.027917406325610326,0.01860572061238619,2.9514591494904874,0.0,0.001049529321670089,0.0
778,15.0,0.0,10.239999999999986,0.0,0.07499999999999991,100.0,100.0,0.0,15.0,0.3056125663495233,0.9789999999999999,1.6,0.0,0.6258311895567061,0.05,0.0,0.0,2.1700998440932047,0.0,0.16714930119174543,0.0,0.0,0.0,0.0,0.052517169377032054,0.031663742555051735,2.7968235951204043,0.0,0.001293580130411725,0.0
779,15.0,0.0,9.759999999999986,0.0,0.1419999999999999,100.0,100.0,0.0,15.0,0.3213560267113169,1.0063333333333333,0.8,0.5,0.6258311895567061,0.05,0.0,0.0,2.1582915053862024,0.0,0.3200277765722495,0.0,0.0,0.0,0.0,0.058455600003620774,0.012013367040689312,1.398411797560202,1.5811388300841898,0.001293580130411725,0.0
780,15.0,0.0,10.19333333333332,0.0,0.1339999999999999,100.0,100.0,0.0,15.0,0.3096043043399364,0.9533333333333334,0.0,0.0,0.6252370616453532,0.05,0.0,0.0,2.6667499986979615,0.0,0.3009318859808642,0.0,0.0,0.0,0.0,0.08788253994371104,0.04499657051403686,0.0,0.0,0.0018227346897829665,0.0
781,15.0,0.0,10.006666666666652,0.0,0.1259999999999999,100.0,100.0,0.0,15.0,0.31755120405028825,0.9969999999999999,1.7,0.0,0.6250685267937086,0.05,0.0,0.0,2.454061888601516,0.0,0.2818667928098107,0.0,0.0,0.0,0.0,0.08980090361812539,0.024768059878065858,1.888562063228706,0.0,0.0017703079785298791,0.0
782,15.0,0.0,10.599999999999985,0.0,0.11799999999999988,100.0,100.0,0.0,15.0,0.30325937677280984,0.9513333333333334,0.6,0.0,0.6244011968760859,0.05,0.0,0.0,2.181063281300443,0.0,0.26283919883541784,0.0,0.0,0.0,0.0,0.08801198684324882,0.0504840764529633,1.8973665961010275,0.0,0.0014413429459208228,0.0
783,15.0,0.0,10.233333333333318,0.0,0.10999999999999988,100.0,100.0,0.0,15.0,0.314873041245772,0.9959999999999999,0.8,0.0,0.6243160782641441,0.05,0.0,0.0,2.025881914343532,0.0,0.24385788210895815,0.0,0.0,0.0,0.0,0.09204797170069338,0.023190036174568066,1.4757295747452437,0.0,0.0014927053266510465,0.0
784,15.0,0.0,10.953333333333319,0.0,0.10199999999999987,100.0,100.0,0.0,15.0,0.2909463557820534,0.9433333333333334,0.4,0.0,0.623563595687135,0.05,0.0,0.0,1.7576780418396998,0.0,0.22493455838433415,0.0,0.0,0.0,0.0,0.08724755574074035,0.044583116994975254,1.2649110640673518,0.0,0.001440267105762236,0.0
785,15.0,0.0,10.473333333333319,0.0,0.09599999999999995,100.0,100.0,0.0,15.0,0.30410563440194655,1.0059999999999998,1.2,0.0,0.623563595687135,0.05,0.0,0.0,1.836717415444614,0.0,0.2114605295452452,0.0,0.0,0.0,0.0,0.09424796647406695,0.01897366596101023,2.6997942308422114,0.0,0.001440267105762236,0.0
786,15.0,0.0,11.446666666666655,0.0,0.09199999999999994,100.0,100.0,0.0,15.0,0.2666667111248103,0.9279999999999999,0.2,0.0,0.6226409099336873,0.05,0.0,0.0,1.8078156794497078,0.0,0.20340435917977104,0.0,0.0,0.0,0.0,0.08079951846749726,0.08127380942693302,0.6324555320336759,0.0,0.0011964830651852423,0.0
787,15.0,0.0,11.219999999999986,0.0,0.08799999999999994,100.0,100.0,0.0,15.0,0.27049767451637086,0.9899999999999999,0.8,0.0,0.6224740774542815,0.05,0.0,0.0,1.3997530646422305,0.0,0.19537997167911889,0.0,0.0,0.0,0.0,0.07282724510554948,0.03162277660168373,1.6865480854231356,0.0,0.0012341543119492597,0.0
788,15.0,0.0,11.259999999999987,0.0,0.08399999999999994,100.0,100.0,0.0,15.0,0.26559893480230945,0.9746666666666666,0.2,0.0,0.6221387101232313,0.05,0.0,0.0,1.312598026909579,0.0,0.18739145005990943,0.0,0.0,0.0,0.0,0.07392265833560882,0.047640630029730215,0.6324555320336759,0.0,0.0010245700343510323,0.0
789,15.0,0.0,10.886666666666653,0.0,0.07999999999999993,100.0,100.0,0.0,15.0,0.27271080913213835,0.9946666666666666,0.6,0.0,0.6220552938835284,0.05,0.0,0.0,1.1345527209183432,0.0,0.1794435844492635,0.0,0.0,0.0,0.0,0.07112691946143258,0.021953936062628365,1.8973665961010275,0.0,0.0011138048602475502,0.0
790,15.0,0.0,10.779999999999985,0.0,0.07599999999999993,100.0,100.0,0.0,15.0,0.27438853845107825,0.9813333333333333,0.6,0.0,0.6218033427921811,0.05,0.0,0.0,0.9548059074951605,0.0,0.17154202594893947,0.0,0.0,0.0,0.0,0.0643667469547284,0.045844611407031534,1.3498971154211057,0.0,0.0011241789426178707,0.0
